Key,Description,en,fr
BingoAdjustTitle_621278,UI Text,BINGO LEVEL,NIVEAU BINGO
eqNameText_620238,UI Text,ALTITUDE WARNINGS,AVERTISSEMENTS D'ALTITUDE
title_620100,UI Text,MIN ALTITUDE,ALTITUDE MIN
title_619128,UI Text,MAX ALTITUDE,ALTITUDE MAX
modeTitle_620000,UI Text,MODE,MODE
hpequip_armedText,Label when an equip is armed,ARMED,ARMe
hpEquip_jettisonText,Label when an equip is marked for jettison,JETTISON,ABANDONNER
MFD1PowerInteractable_955984,VR Interactable,MFD Power,Puissance MFD
masterArmSwitchInteractable_952966,VR Interactable,Master Arm Switch,Commutateur de bras principal
coverSwitchInteractable_masterArm_955116,VR Interactable,Switch Cover (Master Arm),Couvercle du commutateur (bras principal)
RWRModeInteractable_956554,VR Interactable,RWR Mode,Mode RWR
CrsKnobInteractable_955406,VR Interactable,Course Set,Ensemble de cours
APHeadingKnobInteractable_954746,VR Interactable,AP Heading Set,Ensemble de cap AP
APSpeedAdjustInteractable_619146,VR Interactable,Auto Speed Set,Reglage automatique de la vitesse
title_955396,Analog speed gauge title,SPD,SPD
units_124018,Analog speed gauge units,KNOT,NOUER
units_124074,Analog speed gauge units,m/s,Mme
units_125332,Analog speed gauge units,KPH,KPH
units_126248,Analog speed gauge units,MPH,MPH
units_125074,Analog speed gauge units,ft/s,pieds/s
title_955084,UI Text,ALT,ALT
APAltKnobInteractable_849860,VR Interactable,Adjust AP Altitude,Ajuster l'altitude AP
PULL UP_955136,Label at bottom of VSI scale,PULL UP,REMONTER
OVER_952506,Label at top of VSI scale,OVER,PLUS DE
RadarPowerInteractable_955242,VR Interactable,Radar Power,Puissance radar
WingSwitchInteractable_954752,VR Interactable,Wing Fold,Pli d'aile
BrakeLockInteractable_954990,VR Interactable,Brake Locks,Serrures de frein
CommsVolumeKnob_953158,VR Interactable,Comm Radio Volume,Volume de la radio de communication
MicPowerInteractable_953408,VR Interactable,Microphone,Microphone
Text_95182,UI Text,"GAME WINDOW
NOT IN FOCUS",FENeTRE DE JEU
ChaffInteractable_955162,VR Interactable,Toggle Chaff,Basculer la paille
FlareInteractable_954664,VR Interactable,Toggle Flares,Basculer les fusees eclairantes
AssistMasterInteractable_954136,VR Interactable,Toggle Flight Assist,Basculer l'assistance de vol
PitchSASInteractable_956582,VR Interactable,Toggle Pitch Assist,Basculer l'assistance au tangage
YawSASInteractable_952486,VR Interactable,Toggle Yaw Assist,Basculer l'assistance au lacet
RollSASInteractable_954040,VR Interactable,Toggle Roll Assist,Basculer l'assistance au roulis
AutoTrimLabel_953970,UI Text,AUTOTRIM,AUTOTRIM
On_955172,UI Text,PITCH,TERRAIN
PitchAutoTrimInteractable_952572,VR Interactable,Toggle Pitch Trim,Basculer l'ajustement de hauteur
MissileModeText_953606,UI Text,OFF,DeSACTIVe
GLimitInteractable_953432,VR Interactable,Toggle G-Limiter,Basculer G-Limiter
CATOTrimInteractable_954262,VR Interactable,Catapult T/O Trim,Garniture de T/O de catapulte
FuelPort_956728,VR Interactable,Fuel Port,Port de carburant
RadioVolumeKnob_954660,VR Interactable,Radio Volume,Volume de la radio
PrevButton_954098,VR Interactable,Prev Song,Chanson precedente
NextButton_953960,VR Interactable,Next Song,Prochaine chanson
radioPlayPauseInteractable_953644,VR Interactable,Play/Pause,Jouer pause
fuelDumpSwitchInteractable_535554,VR Interactable,Fuel Dump Switch,Commutateur de vidange de carburant
coverSwitchInteractable_fuelDump_535644,VR Interactable,Switch Cover (Fuel Dump),Couvercle de commutateur (vidage de carburant)
title_952152,UI Text,THROTTLE ADJUST,ReGLAGE DE L'ACCeLeRATEUR
Fwd_957006,UI Text,LENGTH,LONGUEUR
Height_955094,UI Text,HEIGHT,LA TAILLE
InteriorLightInteractable_953350,VR Interactable,Interior Lights,Lumieres interieures
InsturmentLightInteractable_953694,VR Interactable,Instrument Lights,Lumieres d'instruments
LabelBrightnessKnob_953022,VR Interactable,Instrument Brightness,Luminosite de l'instrument
LandingLightInteractable_953626,VR Interactable,Landing Lights,Phares d'atterrissage
StrobLightInteractable_956410,VR Interactable,Strobe Lights,Lumieres stroboscopiques
NavLightInteractable_957046,VR Interactable,Nav Lights,Feux de navigation
releaseLabel_952578,UI Text,RELEASE,LIBeRATION
Label_955048,UI Text,SPEED,LA VITESSE
Label_956274,UI Text,HULL,COQUE
Label_953580,UI Text,VERT,VERT
ASLText_954512,UI Text,ASL,ASL
RDRAltText_952740,UI Text,RDR,RDR
Text_955274,UI Text,[ COLLISION      WARNING ],[AVERTISSEMENT DE COLLISION]
Text_956286,UI Text,[ STALL          WARNING ],[AVERTISSEMENT DE BLOCAGE]
Label_954766,UI Text,HDG,HDG
HudBrakeLock_955152,UI Text,[ BRAKE LOCK ],[ BLOCAGE FREIN ]
Label_206876,HUD Unit label (g-force),G,g
Label_205078,HUD Unit label (mach),M,M
Text_955612,UI Text,-[ CHECK GEAR ]-,-[ VERIFIER L'ENGRENAGE ]-
Label_953774,UI Text,"HVR
ALT",HVR
Label_953448,UI Text,BRAKE,FREIN
Label_953434,UI Text,"RDR
BORESIGHT",RDR
HudWingFold_956664,UI Text,[ WING FOLD ],[ PLIAGE D'AILE ]
Text_620852,UI Text,PULL UP!,REMONTER!
CamcorderObj_101710,VR Interactable,Move Camera,Deplacer la camera
