Key,Description,en,fr
PILOTS_740912,UI Text,NO PILOTS,PAS DE PILOTES
PilotName_742564,UI Text,BDynamics,
Pilot name_744616,UI Text,Pilot name,Nom du pilote
EditPilotColorsButton_741944,VR Interactable,Edit Colors,Modifier couleurs
WorkshopBrowserButton_747088,VR Interactable,Steam Workshop Browser,Steam Workshop navigation
Text_509830,UI Text,Steam Workshop,
VEHICLES_747786,UI Text,VEHICLES,VÉHICULE
Text_743784,UI Text,SELECT VEHICLE,SELECTION VÉHICULE
NextVehButton_747140,VR Interactable,Next Vehicle,Véhicule suivant
PrevVehButton_746350,VR Interactable,Previous Vehicle,Véhicule precedent
NO VEHICLES_740194,UI Text,NO VEHICLES,PAS DE VÉHICULE
Title_731538,UI Text,TUTORIALS,DIDACTICIELS
NextButton_-4973280,VR Interactable,Next Tutorial,Didacticiel suivant
PrevButton_-4973282,VR Interactable,Previous Tutorial,Didacticiel précédent
SelectButton_-645320,VR Interactable,Select Tutorial,Selection du didacticiel
Text_-645448,UI Text,Select,Selectionner
Text_-645234,UI Text,Radar,Radar
Text_-645284,UI Text,F/A-26B,F/A-26B
ScrollInteractable_-645206,VR Interactable,Scroll,Defiler
Name_747128,UI Text,VTOL VR - Steam Workshop Browser,VTOL VR -  Steam Workshop Navigateur
ScenariosButton_746792,VR Interactable,Scenarios,Scenarios
CampaignsButton_745636,VR Interactable,Campaigns,Campagnes
Text_746638,UI Text,Maps,Cartes
Name (1)_747156,UI Text,STEAM WORKSHOP,
Placeholder_742056,UI Text,search...,rechercher...
ButtonSearch_745798,VR Interactable,Search,Rechercher
SortOrderDropdown_742490,VR Interactable,Sort Dropdown,Liste deroulante de tri
Text_743832,UI Text,Entry Button,Bouton d'entrée
AnyVehicleButton_741020,VR Interactable,Any Vehicle,Tout véhicule
AV42Button_746716,VR Interactable,AV-42C,AV-42C
Text_744672,UI Text,AV-42C,AV-42C
missionTypeText (1)_742360,UI Text,Select vehicle,Selection véhicule
F-45AButton_744238,VR Interactable,F-45A,F-45A
VotesTab_743458,VR Interactable,Votes,Votes
FavesTab_744050,VR Interactable,Favorited,Favoris
VotesTxt_747534,UI Text,Faves,Favoris
SubsTab_746936,VR Interactable,Subscriptions,Abonnements
VotesTxt_740374,UI Text,Subs,Abonnés
NewTab_744656,VR Interactable,New,Nouveau
VotesTxt_740444,UI Text,Newest,Le plus récent
ButtonPrevious_746534,VR Interactable,Previous Page,Page precedente
ButtonNext_743488,VR Interactable,Next Page,Page suivante
Title (1)_741416,UI Text,"Loading 
steam workshop
missions","Chargement
steam workshop
missions"
Name_742760,UI Text,Error,Erreur
ErrorOkayButton_976098,VR Interactable,Okay,OK
Title_-645276,UI Text,"Select Campaign
",Sélection campagne
NextButton_-645330,VR Interactable,Next Campaign,Campagne suivante
PrevButton_-645328,VR Interactable,Previous Campaign,Campagne precedente
SelectButton_516578,VR Interactable,Select Campaign,Sélection de la campagne
BackButton_-645324,VR Interactable,Back to Vehicles,Retour aux véhicules
Text_732522,UI Text,"The Island
",L'Ile
Text_732678,UI Text,Custom Campaigns,Campagnes personnalisées
ResetButton_-645338,VR Interactable,Reset Campaign,Reinitialiser la campagne
Text_-645444,UI Text,"Reset
Progress","Réinitialiser
Progression"
description_-645446,UI Text,Are you sure you want to reset progress on this campaign?,Voulez-vous vraiment réinitialiser la progression de cette campagne?
Text_-645584,UI Text,Reset,Réinitialiser
Text_-645592,UI Text,Cancel,Annuler
Title (1)_740090,UI Text,"Loading 
Campaigns & missions...",Chargement
Text_-645730,UI Text,No missions found,Aucune mission trouvée
Title_-645562,UI Text,Select mission,Selection mission
CompletedObject_-645176,UI Text,Completed,complete
GrantedBudget_-645910,UI Text,Granted Budget: $500,Budget accordée: 500$
RTrainingTitle_-645174,UI Text,"Recommended Training: ",Formation recommandée:
Text_-645912,UI Text,FULL VERSION ONLY,VERSION COMPLÈTE SEULEMENT
Text_-645908,UI Text,UNDER CONSTRUCTION,EN CONSTRUCTION
Text_-645892,UI Text,CUSTOM MAP MISSING,CARTE PERSONNALISÉE MANQUANTE
NextButton_-645564,VR Interactable,Next Mission,Prochaine mission
PrevButton_-645598,VR Interactable,Previous Mission,Mission precedente
SelectButton_-645578,VR Interactable,Select Mission,Selection de mission
MissionsButton_-645568,VR Interactable,Missions,Missions
Text_732526,UI Text,MISSIONS,MISSIONS
TrainingButton_-645594,VR Interactable,Training,Formation
Text_-645732,UI Text,TRAINING,FORMATION
BackButton_-645608,VR Interactable,Back to Campaigns,Retour à la campagne
triggerToSkip_-645838,UI Text,hold trigger to skip,maintenez la gachette pour sauter
titleText_-645888,UI Text,"New Training Mission: ",Nouvelle mission d'entrainement:
MISSION BRIEFING_744042,UI Text,MISSION BRIEFING,BRIEFING DE MISSION
NextNoteButton_743764,VR Interactable,Next Note,Note suivante
Text_742706,UI Text,Next,Suivant
PrevNoteButton_745262,VR Interactable,Previous Note,Note precedente
Text_744920,UI Text,Previous,Precedent
FlyButton_740588,VR Interactable,Fly Mission,Mission de vol
Text_743562,UI Text,Configure,Configurer
Text_746416,UI Text,Customize Pilot,Personnaliser le pilote
Label_740562,UI Text,suit,costume
HueUpButton_742114,VR Interactable,Hue Right,Teinte droite
HueDownButton_744534,VR Interactable,Hue Left,Teinte Gauche
Label (1)_740254,UI Text,Hue,Teinte
SatUpButton_745496,VR Interactable,Saturation Up,Saturation haut
SatDownButton_741692,VR Interactable,Saturation Down,Saturation bas
Label (2)_741270,UI Text,Saturation,Saturation
ValUpButton_747676,VR Interactable,Value Up,Valeur haute
ValDownButton_747772,VR Interactable,Value Down,Valeur base
Label (3)_740798,UI Text,Brightness,Luminosité
Label_741936,UI Text,vest,gilet
Label_740984,UI Text,G-Suit,G-Suit
Label_746928,UI Text,Straps,Les bretelles
Label_743676,UI Text,skin,peau
AcceptButton_745474,VR Interactable,Accept Changes,Accepter les modifications
Text_740032,UI Text,Accept,J'accepte
Button_740788,VR Interactable,Interactable,Interactif
DecrButton_746112,VR Interactable,Decrease,Diminuer
IncrButton_743848,VR Interactable,Increase,Augmenter
PrevSettingsPageButton_745814,VR Interactable,Prev Page,Page précédente
ApplySettingsButton_740876,VR Interactable,Apply Settings,Appliquer les paramètres
RevertSettingsButton_745510,VR Interactable,Revert Settings,Retablir les paramètres
Text_744170,UI Text,Revert,Revenir
Text_743510,UI Text,Close,Fermer
BindingsButton_740066,VR Interactable,Open Bindings Menu,Ouvrir le menu des liaisons
Text_746038,UI Text,Bindings,Liaisons
OpenWingmenButton_742898,VR Interactable,Wingman Voices,Voix d'ailier
GameCat_692110,VR Interactable,Game,Jeu
ControlsCat_696240,VR Interactable,Controls,Controles
AudioCat_692816,VR Interactable,Audio,Audio
VideoCat_695570,VR Interactable,Video,Vidéo
MiscCat_691360,VR Interactable,Miscellaneous,Divers
Text_691290,UI Text,Misc,Divers
Image_746964,VR Interactable,Toggle Voice,Basculer la voix
SampleButton_741706,VR Interactable,Play Sample,Lire l'échantillon
SettingsTitle_746874,UI Text,Input binding,Saisir l'entrée
ActionLabel_743972,UI Text,Action,Action
ControllerLabel_740058,UI Text,Controller,Manette
AxisLabel_740550,UI Text,Axis,Axe
SelectCtrlr_744404,UI Text,Select a controller,Selection du controleur
BindingsButton_745912,VR Interactable,Bind,Lier
Text_742080,UI Text,Bind,Lier
NextCtrlrButton_745738,VR Interactable,Next Controller,Contrôleur suivant
PrevCtrlrButton_747542,VR Interactable,Previous Controller,Contrôleur précédent
TestLabel_744460,UI Text,Axis Test,Essai d'axe
ClearButton_744128,VR Interactable,Clear Binding,
Text_742294,UI Text,Clear,
InvertButton_731022,VR Interactable,Invert Axis,Inverser l'axe
Text_724774,UI Text,Invert,Inverser
Text_746160,UI Text,Apply,Appliquer
Title_744764,UI Text,Launch Editor?,Lancer l'éditeur?
Title (1)_740936,UI Text,The mission editor will run on your monitor.,L'éditeur de mission s'exécutera sur votre écran.
OkayButton_742216,VR Interactable,Launch Editor,Lancer l'éditeur
BackButton_507224,VR Interactable,Back to Main Menu,Retour au menu principal
Title (1)_740580,UI Text,The map editor will run on your monitor.,L'éditeur de carte s'exécutera sur votre écran.
